label,binoculars_score,min_k_prob_0.05,min_k_prob_0.1,min_k_prob_0.2,min_k_prob_0.3,min_k_prob_0.4,min_k_prob_0.5,min_k_prob_0.6
0,0.7594936490058899,1.4156103134155273e-07,2.812594175338745e-07,9.98377799987793e-07,1.9669532775878906e-06,3.427267074584961e-06,5.7220458984375e-06,1.1146068572998047e-05
1,0.9554455280303955,2.8870999813079834e-08,5.122274160385132e-08,1.778826117515564e-07,4.6566128730773926e-07,1.3262033462524414e-06,2.3096799850463867e-06,3.6656856536865234e-06
1,0.9125000238418579,8.207280188798904e-09,1.7345882952213287e-08,1.4621764421463013e-07,7.599592208862305e-07,1.4528632164001465e-06,2.0563602447509766e-06,3.0547380447387695e-06
0,0.9295774698257446,3.5390257835388184e-08,6.146728992462158e-08,1.8905848264694214e-07,5.029141902923584e-07,1.7955899238586426e-06,3.3080577850341797e-06,5.662441253662109e-06
1,0.8529411554336548,5.448237061500549e-08,1.648440957069397e-07,7.003545761108398e-07,1.9371509552001953e-06,3.546476364135742e-06,5.066394805908203e-06,7.12275505065918e-06
1,0.8598726391792297,5.326000973582268e-09,2.4796463549137115e-08,1.1222437024116516e-07,6.556510925292969e-07,1.3932585716247559e-06,2.4884939193725586e-06,3.5017728805541992e-06
1,0.757485032081604,7.799826562404633e-09,2.6426278054714203e-08,1.0384246706962585e-07,4.246830940246582e-07,1.4677643775939941e-06,2.3692846298217773e-06,4.291534423828125e-06
1,1.0177514553070068,2.9976945370435715e-09,1.1292286217212677e-08,6.891787052154541e-08,1.5925616025924683e-07,4.842877388000488e-07,1.3783574104309082e-06,2.4586915969848633e-06
1,0.9430379867553711,1.461012288928032e-08,5.8906152844429016e-08,2.3655593395233154e-07,6.258487701416016e-07,1.1995434761047363e-06,1.9222497940063477e-06,3.2335519790649414e-06
0,1.0208333730697632,1.331500243395567e-09,1.4435499906539917e-08,1.0291114449501038e-07,3.0919909477233887e-07,1.0132789611816406e-06,1.773238182067871e-06,2.562999725341797e-06
1,0.9567901492118835,6.379559636116028e-08,1.3783574104309082e-07,3.371387720108032e-07,8.419156074523926e-07,2.16066837310791e-06,3.516674041748047e-06,5.513429641723633e-06
0,1.0722222328186035,1.4726538211107254e-08,5.4249539971351624e-08,2.0023435354232788e-07,5.476176738739014e-07,1.4379620552062988e-06,2.5779008865356445e-06,3.4570693969726562e-06
1,0.9558823704719543,2.8085196390748024e-09,7.741618901491165e-09,2.6891939342021942e-08,8.707866072654724e-08,2.998858690261841e-07,1.1473894119262695e-06,2.339482307434082e-06
1,0.9090909361839294,2.0721927285194397e-08,6.472691893577576e-08,2.4586915969848633e-07,6.295740604400635e-07,1.1399388313293457e-06,1.8402934074401855e-06,2.7120113372802734e-06
0,0.9436089992523193,2.8405338525772095e-08,6.472691893577576e-08,1.3131648302078247e-07,3.073364496231079e-07,7.972121238708496e-07,2.250075340270996e-06,4.26173210144043e-06
0,0.9951456189155579,1.8440186977386475e-07,5.774199962615967e-07,1.1324882507324219e-06,2.0116567611694336e-06,3.814697265625e-06,6.139278411865234e-06,8.285045623779297e-06
1,0.9220778942108154,1.043081283569336e-07,1.648440957069397e-07,3.948807716369629e-07,6.780028343200684e-07,1.773238182067871e-06,3.069639205932617e-06,4.708766937255859e-06
1,1.0284091234207153,9.240466170012951e-10,5.209585651755333e-09,3.632158041000366e-08,1.51805579662323e-07,4.302710294723511e-07,1.1995434761047363e-06,2.3990869522094727e-06
1,0.7729730010032654,1.57160684466362e-08,5.052424967288971e-08,5.587935447692871e-07,1.9669532775878906e-06,3.5315752029418945e-06,7.092952728271484e-06,1.3530254364013672e-05
1,1.035398244857788,1.1583324521780014e-08,3.329478204250336e-08,8.055940270423889e-08,1.6205012798309326e-07,3.557652235031128e-07,8.903443813323975e-07,2.0712614059448242e-06
0,0.949999988079071,3.818422555923462e-08,9.73232090473175e-08,3.3527612686157227e-07,5.364418029785156e-07,1.3113021850585938e-06,2.8014183044433594e-06,4.827976226806641e-06
0,0.8385093212127686,1.3853423297405243e-08,2.0721927285194397e-08,1.564621925354004e-07,4.842877388000488e-07,9.164214134216309e-07,2.5480985641479492e-06,4.887580871582031e-06
0,0.8812500238418579,5.960464477539063e-08,1.3317912817001343e-07,4.507601261138916e-07,1.1622905731201172e-06,2.905726432800293e-06,4.380941390991211e-06,7.12275505065918e-06
0,1.0193548202514648,4.0046870708465576e-08,1.257285475730896e-07,6.407499313354492e-07,1.5795230865478516e-06,2.86102294921875e-06,4.291534423828125e-06,6.0498714447021484e-06
1,0.8549618124961853,6.193295121192932e-08,1.3969838619232178e-07,9.313225746154785e-07,2.2798776626586914e-06,4.023313522338867e-06,5.692243576049805e-06,7.450580596923828e-06
1,0.8218623399734497,1.3271346688270569e-08,2.6891939342021942e-08,6.984919309616089e-08,1.8067657947540283e-07,1.3336539268493652e-06,2.592802047729492e-06,3.9637088775634766e-06
0,1.076923131942749,5.471520125865936e-08,4.6938657760620117e-07,1.2367963790893555e-06,2.86102294921875e-06,6.288290023803711e-06,1.0967254638671875e-05,1.9788742065429688e-05
1,1.0188679695129395,6.957634468562901e-11,6.220943760126829e-10,5.8673322200775146e-08,2.2258609533309937e-07,1.0952353477478027e-06,2.5331974029541016e-06,4.9173831939697266e-06
0,0.7598039507865906,1.9185245037078857e-07,1.646578311920166e-06,3.993511199951172e-06,5.602836608886719e-06,8.106231689453125e-06,1.2993812561035156e-05,2.014636993408203e-05
0,0.8949771523475647,6.4319465309381485e-09,1.862645149230957e-08,9.96515154838562e-08,6.444752216339111e-07,1.9371509552001953e-06,3.7401914596557617e-06,5.125999450683594e-06
0,0.8060606122016907,1.9441358745098114e-08,4.842877388000488e-08,2.3283064365386963e-07,6.221234798431396e-07,1.7136335372924805e-06,3.382563591003418e-06,1.0192394256591797e-05
0,1.0419161319732666,1.775333657860756e-09,5.9371814131736755e-09,9.080395102500916e-08,2.905726432800293e-07,7.711350917816162e-07,1.4454126358032227e-06,2.4586915969848633e-06
0,0.956204354763031,1.0593794286251068e-08,3.608874976634979e-08,8.707866072654724e-08,1.695007085800171e-07,4.507601261138916e-07,9.98377799987793e-07,1.9818544387817383e-06
1,1.0291261672973633,1.7229467630386353e-07,3.688037395477295e-07,1.2442469596862793e-06,2.8461217880249023e-06,3.7997961044311523e-06,6.3478946685791016e-06,1.239776611328125e-05
0,0.8876404762268066,1.0291114449501038e-07,2.998858690261841e-07,7.227063179016113e-07,2.205371856689453e-06,3.933906555175781e-06,6.9141387939453125e-06,9.715557098388672e-06
1,0.8698225021362305,5.995389074087143e-09,2.3632310330867767e-08,5.4249539971351624e-08,1.564621925354004e-07,7.37607479095459e-07,1.5050172805786133e-06,2.6226043701171875e-06
0,1.082872986793518,6.28642737865448e-08,1.1594966053962708e-07,1.4379620552062988e-06,3.203749656677246e-06,7.212162017822266e-06,1.1861324310302734e-05,1.5974044799804688e-05
1,1.0139859914779663,3.128661774098873e-09,5.326000973582268e-09,4.1676685214042664e-08,2.3189932107925415e-07,5.848705768585205e-07,1.1548399925231934e-06,1.8775463104248047e-06
1,0.8156028389930725,2.4010660126805305e-09,2.491287887096405e-08,2.0489096641540527e-07,4.4330954551696777e-07,1.1548399925231934e-06,2.0116567611694336e-06,3.129243850708008e-06
0,0.7560975551605225,3.7066638469696045e-07,5.811452865600586e-07,1.3485550880432129e-06,2.473592758178711e-06,3.6656856536865234e-06,4.470348358154297e-06,5.692243576049805e-06
0,0.826797366142273,9.220093488693237e-08,1.8812716007232666e-07,1.2367963790893555e-06,2.086162567138672e-06,3.4421682357788086e-06,5.185604095458984e-06,6.705522537231445e-06
0,1.1287128925323486,1.5832483768463135e-07,2.7008354663848877e-07,1.3932585716247559e-06,2.7567148208618164e-06,4.082918167114258e-06,6.288290023803711e-06,1.0013580322265625e-05
1,0.8023256063461304,1.4784745872020721e-08,4.307366907596588e-08,1.6763806343078613e-07,4.302710294723511e-07,9.611248970031738e-07,1.6838312149047852e-06,2.7865171432495117e-06
0,0.7891156673431396,9.42964106798172e-09,1.1990778148174286e-08,1.601874828338623e-07,6.146728992462158e-07,1.4603137969970703e-06,2.3543834686279297e-06,3.6507844924926758e-06
1,0.8632075190544128,9.677023626863956e-10,8.440110832452774e-09,3.282912075519562e-08,5.8906152844429016e-08,1.2945383787155151e-07,3.9674341678619385e-07,1.430511474609375e-06
0,1.058823585510254,9.837094694375992e-09,2.076849341392517e-07,6.407499313354492e-07,1.0207295417785645e-06,1.5273690223693848e-06,4.202127456665039e-06,8.761882781982422e-06
1,1.0,1.127773430198431e-09,1.0477378964424133e-08,4.493631422519684e-08,1.4901161193847656e-07,3.8743019104003906e-07,1.1101365089416504e-06,2.384185791015625e-06
1,0.7937062978744507,2.7939677238464355e-08,8.242204785346985e-08,1.7415732145309448e-07,4.507601261138916e-07,8.009374141693115e-07,1.4230608940124512e-06,2.384185791015625e-06
1,1.1336032152175903,9.822542779147625e-10,4.307366907596588e-09,1.501757651567459e-08,1.2386590242385864e-07,4.377216100692749e-07,1.1026859283447266e-06,2.339482307434082e-06
0,0.9941860437393188,3.306195139884949e-08,1.3783574104309082e-07,4.675239324569702e-07,1.2814998626708984e-06,2.3245811462402344e-06,3.814697265625e-06,7.331371307373047e-06
0,1.1645569801330566,5.384208634495735e-09,1.0069925338029861e-08,1.8719583749771118e-07,5.662441253662109e-07,1.259148120880127e-06,2.1457672119140625e-06,4.559755325317383e-06
0,0.9553072452545166,1.8044374883174896e-08,3.5157427191734314e-08,9.406358003616333e-08,4.33996319770813e-07,1.087784767150879e-06,2.294778823852539e-06,4.589557647705078e-06
0,0.8333333134651184,1.979060471057892e-09,1.7462298274040222e-08,1.0104849934577942e-07,2.5704503059387207e-07,9.760260581970215e-07,2.3096799850463867e-06,5.990266799926758e-06
0,0.981566846370697,7.203198038041592e-10,3.259629011154175e-08,1.3690441846847534e-07,3.650784492492676e-07,7.7858567237854e-07,2.3245811462402344e-06,5.066394805908203e-06
1,0.866995096206665,1.6763806343078613e-08,2.0954757928848267e-07,1.0579824447631836e-06,1.9669532775878906e-06,4.112720489501953e-06,8.165836334228516e-06,1.3649463653564453e-05
0,1.0,6.239861249923706e-08,1.6205012798309326e-07,7.078051567077637e-07,1.601874828338623e-06,3.1888484954833984e-06,4.678964614868164e-06,9.59634780883789e-06
1,0.9845361113548279,1.7695128917694092e-07,2.253800630569458e-07,2.2351741790771484e-06,3.933906555175781e-06,9.000301361083984e-06,1.430511474609375e-05,1.9431114196777344e-05
0,1.0275862216949463,1.437729224562645e-08,3.5157427191734314e-08,3.4458935260772705e-07,5.364418029785156e-07,1.0356307029724121e-06,1.952052116394043e-06,3.1888484954833984e-06
0,0.9019607901573181,3.5390257835388184e-08,6.891787052154541e-08,2.775341272354126e-07,1.0132789611816406e-06,1.7285346984863281e-06,3.11434268951416e-06,4.5299530029296875e-06
1,0.6358024477958679,2.421438694000244e-08,3.818422555923462e-08,1.4808028936386108e-07,3.501772880554199e-07,8.083879947662354e-07,2.086162567138672e-06,4.32133674621582e-06
1,0.8922155499458313,4.307366907596588e-09,2.0139850676059723e-08,1.5273690223693848e-07,5.662441253662109e-07,1.1473894119262695e-06,2.2351741790771484e-06,4.559755325317383e-06
0,0.9038461446762085,5.471520125865936e-08,5.252659320831299e-07,1.4230608940124512e-06,2.6673078536987305e-06,4.410743713378906e-06,8.046627044677734e-06,1.233816146850586e-05
1,0.7662337422370911,1.548323780298233e-08,2.468004822731018e-08,1.387670636177063e-07,3.4086406230926514e-07,7.562339305877686e-07,1.8775463104248047e-06,2.771615982055664e-06
0,0.9845361113548279,2.4010660126805305e-09,5.180481821298599e-09,2.1886080503463745e-08,5.681067705154419e-08,1.150183379650116e-07,3.334134817123413e-07,1.2814998626708984e-06
0,1.0596026182174683,4.353933036327362e-08,1.1920928955078125e-07,5.21540641784668e-07,1.691281795501709e-06,2.771615982055664e-06,4.500150680541992e-06,5.930662155151367e-06
0,0.984455943107605,1.7508864402770996e-07,3.2223761081695557e-07,9.387731552124023e-07,1.8998980522155762e-06,3.337860107421875e-06,5.155801773071289e-06,7.420778274536133e-06
1,1.0136054754257202,3.4226104617118835e-08,6.612390279769897e-08,2.2724270820617676e-07,6.221234798431396e-07,1.2367963790893555e-06,2.5779008865356445e-06,4.649162292480469e-06
0,1.0891720056533813,2.1420419216156006e-07,3.110617399215698e-07,4.637986421585083e-07,7.525086402893066e-07,1.5273690223693848e-06,2.9206275939941406e-06,6.020069122314453e-06
0,0.9160839319229126,4.330649971961975e-08,2.0489096641540527e-07,7.748603820800781e-07,1.4007091522216797e-06,2.5331974029541016e-06,4.500150680541992e-06,7.12275505065918e-06
1,0.9878048896789551,1.043081283569336e-07,1.471489667892456e-07,4.805624485015869e-07,1.5422701835632324e-06,2.3096799850463867e-06,3.337860107421875e-06,4.291534423828125e-06
0,0.9641434550285339,1.2945383787155151e-07,2.421438694000244e-07,5.364418029785156e-07,9.5367431640625e-07,1.564621925354004e-06,2.5331974029541016e-06,3.933906555175781e-06
1,0.8141891956329346,4.889443516731262e-09,2.8870999813079834e-08,2.1420419216156006e-07,6.444752216339111e-07,1.2516975402832031e-06,2.682209014892578e-06,4.4405460357666016e-06
1,1.0143884420394897,8.658389560878277e-10,5.50062395632267e-09,7.171183824539185e-08,2.551823854446411e-07,9.611248970031738e-07,2.0712614059448242e-06,3.4570693969726562e-06
0,0.8175675868988037,1.4260876923799515e-08,3.213062882423401e-08,1.0244548320770264e-07,2.9243528842926025e-07,6.48200511932373e-07,1.4901161193847656e-06,3.337860107421875e-06
0,0.9656488299369812,3.4458935260772705e-08,1.0058283805847168e-07,3.8743019104003906e-07,1.0654330253601074e-06,2.175569534301758e-06,4.827976226806641e-06,7.092952728271484e-06
1,0.8609625697135925,2.9831426218152046e-10,4.563480615615845e-08,5.401670932769775e-07,1.8328428268432617e-06,3.3527612686157227e-06,5.21540641784668e-06,7.3909759521484375e-06
1,1.0714285373687744,1.5366822481155396e-08,6.379559636116028e-08,4.6193599700927734e-07,8.493661880493164e-07,1.6316771507263184e-06,2.8014183044433594e-06,4.857778549194336e-06
0,1.1438848972320557,1.076841726899147e-08,9.12696123123169e-08,8.866190910339355e-07,2.2649765014648438e-06,4.26173210144043e-06,6.198883056640625e-06,9.834766387939453e-06
0,0.9555555582046509,4.190951585769653e-09,1.8975697457790375e-08,4.302710294723511e-07,1.1995434761047363e-06,2.637505531311035e-06,4.172325134277344e-06,6.020069122314453e-06
1,0.8842105269432068,1.2200325727462769e-07,3.855675458908081e-07,1.3262033462524414e-06,3.3229589462280273e-06,6.4373016357421875e-06,1.0609626770019531e-05,1.704692840576172e-05
1,0.7847682237625122,9.255018085241318e-09,3.166496753692627e-08,2.086162567138672e-07,3.7997961044311523e-07,1.0132789611816406e-06,2.995133399963379e-06,6.109476089477539e-06
1,0.7860696315765381,1.2223608791828156e-08,1.7136335372924805e-07,6.966292858123779e-07,1.341104507446289e-06,2.086162567138672e-06,3.874301910400391e-06,1.0192394256591797e-05
1,1.2167831659317017,7.683411240577698e-09,2.3166649043560028e-08,7.869675755500793e-08,3.7066638469696045e-07,7.674098014831543e-07,1.3932585716247559e-06,2.16066837310791e-06
0,1.0045045614242554,1.5366822481155396e-08,3.67872416973114e-08,1.4901161193847656e-07,7.115304470062256e-07,1.9818544387817383e-06,3.635883331298828e-06,8.106231689453125e-06
1,0.97826087474823,3.346940502524376e-09,7.962808012962341e-08,1.1846423149108887e-06,2.9206275939941406e-06,4.351139068603516e-06,8.463859558105469e-06,1.245737075805664e-05
0,1.0057142972946167,4.5693013817071915e-09,1.1117663234472275e-08,3.795139491558075e-08,2.0302832126617432e-07,5.811452865600586e-07,1.4230608940124512e-06,3.1441450119018555e-06
0,0.800000011920929,2.1391315385699272e-09,3.4226104617118835e-08,1.387670636177063e-07,7.189810276031494e-07,2.473592758178711e-06,4.470348358154297e-06,8.106231689453125e-06
1,0.9150943160057068,9.033828973770142e-08,2.6263296604156494e-07,5.774199962615967e-07,1.7136335372924805e-06,4.1425228118896484e-06,9.417533874511719e-06,1.4901161193847656e-05
0,1.017543911933899,1.2689270079135895e-08,3.073364496231079e-08,1.955777406692505e-07,6.444752216339111e-07,1.4677643775939941e-06,2.384185791015625e-06,3.6507844924926758e-06
1,0.6482213735580444,4.6566128730773926e-09,1.548323780298233e-08,1.94646418094635e-07,3.6135315895080566e-07,1.087784767150879e-06,2.0563602447509766e-06,3.680586814880371e-06
1,0.8744939565658569,1.7826096154749393e-09,1.5599653124809265e-08,4.1443854570388794e-08,1.0104849934577942e-07,2.9243528842926025e-07,8.642673492431641e-07,1.5497207641601562e-06
0,0.9753694534301758,5.587935447692871e-08,1.0617077350616455e-07,3.501772880554199e-07,1.043081283569336e-06,2.4437904357910156e-06,4.172325134277344e-06,6.139278411865234e-06
0,1.0180995464324951,1.0151416063308716e-07,1.30385160446167e-07,1.0728836059570312e-06,2.339482307434082e-06,3.56137752532959e-06,6.109476089477539e-06,1.1742115020751953e-05
1,0.9007092118263245,7.821654435247183e-10,5.791662260890007e-09,5.3318217396736145e-08,1.601874828338623e-07,3.688037395477295e-07,1.043081283569336e-06,2.130866050720215e-06
0,1.058823585510254,1.3131648302078247e-07,4.5821070671081543e-07,1.1622905731201172e-06,1.8849968910217285e-06,2.6673078536987305e-06,4.202127456665039e-06,6.139278411865234e-06
1,0.7711267471313477,5.797483026981354e-08,1.6205012798309326e-07,4.2282044887542725e-07,1.169741153717041e-06,2.428889274597168e-06,4.649162292480469e-06,6.616115570068359e-06
1,1.0604395866394043,4.307366907596588e-09,1.3504177331924438e-07,5.103647708892822e-07,1.080334186553955e-06,1.9818544387817383e-06,6.765127182006836e-06,1.2874603271484375e-05
0,0.8984962701797485,3.259629011154175e-08,2.0023435354232788e-07,7.189810276031494e-07,1.214444637298584e-06,2.294778823852539e-06,3.3974647521972656e-06,5.125999450683594e-06
0,0.916201114654541,2.0023435354232788e-07,1.1101365089416504e-06,2.9206275939941406e-06,4.4405460357666016e-06,5.602836608886719e-06,8.285045623779297e-06,1.800060272216797e-05
1,0.9774436354637146,5.384208634495735e-09,8.789356797933578e-09,1.1408701539039612e-07,6.780028343200684e-07,1.564621925354004e-06,3.0249357223510742e-06,4.32133674621582e-06
0,0.9815950989723206,4.7124922275543213e-07,6.817281246185303e-07,1.0728836059570312e-06,1.646578311920166e-06,2.4586915969848633e-06,3.933906555175781e-06,6.407499313354492e-06
0,1.0,3.521563485264778e-09,1.1350493878126144e-08,9.499490261077881e-08,3.0919909477233887e-07,6.854534149169922e-07,1.1771917343139648e-06,2.4884939193725586e-06
0,1.0279719829559326,1.7229467630386353e-08,3.632158041000366e-08,1.0477378964424133e-07,3.129243850708008e-07,9.834766387939453e-07,2.1457672119140625e-06,4.708766937255859e-06
0,0.9125000238418579,7.639755494892597e-10,7.188646122813225e-09,3.771856427192688e-08,3.073364496231079e-07,6.631016731262207e-07,1.296401023864746e-06,2.2351741790771484e-06
1,0.9074074029922485,9.778887033462524e-09,4.6566128730773926e-08,2.2351741790771484e-07,6.295740604400635e-07,1.1548399925231934e-06,1.8477439880371094e-06,2.9802322387695312e-06
1,1.0,3.0704541131854057e-09,1.1408701539039612e-08,2.6193447411060333e-08,5.8906152844429016e-08,1.1315569281578064e-07,6.07222318649292e-07,1.3560056686401367e-06
1,0.9200000166893005,1.0652001947164536e-08,1.932494342327118e-08,2.8312206268310547e-07,1.1026859283447266e-06,2.250075340270996e-06,3.4421682357788086e-06,4.976987838745117e-06
0,0.6790123581886292,2.8405338525772095e-08,1.5832483768463135e-07,6.48200511932373e-07,1.5050172805786133e-06,2.3990869522094727e-06,3.3676624298095703e-06,5.424022674560547e-06
0,1.0099999904632568,1.7462298274040222e-08,6.007030606269836e-08,4.5634806156158447e-07,1.385807991027832e-06,2.7865171432495117e-06,4.649162292480469e-06,6.943941116333008e-06
0,1.0596330165863037,3.2782554626464844e-07,5.140900611877441e-07,9.462237358093262e-07,1.8030405044555664e-06,2.562999725341797e-06,5.27501106262207e-06,8.404254913330078e-06
0,1.04347825050354,2.4586915969848633e-07,3.3155083656311035e-07,6.593763828277588e-07,1.0281801223754883e-06,1.4156103134155273e-06,2.2351741790771484e-06,3.6656856536865234e-06
0,1.0367647409439087,8.195638656616211e-08,1.8719583749771118e-07,5.923211574554443e-07,1.952052116394043e-06,4.500150680541992e-06,7.62939453125e-06,1.3589859008789062e-05
1,0.8260869383811951,3.3178366720676422e-09,1.885928213596344e-08,5.657784640789032e-08,1.210719347000122e-07,2.7008354663848877e-07,5.811452865600586e-07,1.087784767150879e-06
0,0.7195122241973877,1.6111880540847778e-07,2.738088369369507e-07,5.550682544708252e-07,1.259148120880127e-06,2.7120113372802734e-06,4.708766937255859e-06,7.361173629760742e-06
1,1.1503268480300903,3.346940502524376e-09,1.1816155165433884e-08,4.0512531995773315e-08,9.033828973770142e-08,2.6263296604156494e-07,9.275972843170166e-07,2.995133399963379e-06
0,1.019736886024475,2.2118911147117615e-09,6.781192496418953e-09,6.007030606269836e-08,1.778826117515564e-07,3.725290298461914e-07,9.126961231231689e-07,1.5497207641601562e-06
0,0.9329268336296082,6.664777174592018e-09,2.0954757928848267e-08,8.102506399154663e-08,2.1047890186309814e-07,4.76837158203125e-07,1.169741153717041e-06,2.4586915969848633e-06
0,0.9791666865348816,1.825392246246338e-07,3.8370490074157715e-07,8.866190910339355e-07,2.0116567611694336e-06,3.7103891372680664e-06,5.513429641723633e-06,7.927417755126953e-06
1,1.0696202516555786,5.657784640789032e-08,1.5739351511001587e-07,1.0654330253601074e-06,2.5033950805664062e-06,4.947185516357422e-06,9.953975677490234e-06,1.71661376953125e-05
1,0.8928571343421936,1.760781742632389e-09,3.3905962482094765e-09,3.7439167499542236e-07,1.080334186553955e-06,1.8104910850524902e-06,2.905726432800293e-06,4.5299530029296875e-06
1,1.0347222089767456,4.045432433485985e-09,1.8510036170482635e-08,6.658956408500671e-08,3.7066638469696045e-07,7.562339305877686e-07,2.175569534301758e-06,3.844499588012695e-06
0,0.8260869383811951,2.421438694000244e-07,4.172325134277344e-07,1.6316771507263184e-06,2.950429916381836e-06,4.112720489501953e-06,5.930662155151367e-06,1.0192394256591797e-05
0,1.0604026317596436,4.773028194904327e-09,3.702007234096527e-08,1.5832483768463135e-07,4.172325134277344e-07,7.711350917816162e-07,1.7881393432617188e-06,3.337860107421875e-06
1,0.8783783912658691,1.8510036170482635e-08,2.4097971618175507e-08,8.987262845039368e-08,2.6635825634002686e-07,6.817281246185303e-07,1.4826655387878418e-06,2.6673078536987305e-06
1,0.8545454740524292,1.6079866327345371e-09,9.313225746154785e-09,3.3760443329811096e-08,8.475035429000854e-08,2.1792948246002197e-07,5.476176738739014e-07,1.2516975402832031e-06
0,1.0963855981826782,5.384208634495735e-09,2.3166649043560028e-08,1.7043203115463257e-07,4.637986421585083e-07,8.754432201385498e-07,1.6614794731140137e-06,2.562999725341797e-06
1,0.9333333373069763,5.098991096019745e-08,8.195638656616211e-08,4.0605664253234863e-07,9.238719940185547e-07,2.3096799850463867e-06,4.5299530029296875e-06,7.3909759521484375e-06
0,1.0081632137298584,4.284083843231201e-07,9.5367431640625e-07,3.635883331298828e-06,6.4373016357421875e-06,8.761882781982422e-06,1.8835067749023438e-05,3.1948089599609375e-05
1,0.9492753744125366,2.1187588572502136e-08,8.754432201385498e-08,2.5704503059387207e-07,6.48200511932373e-07,1.5348196029663086e-06,2.5331974029541016e-06,3.6209821701049805e-06
1,0.9107142686843872,6.230038707144558e-11,1.0593794286251068e-08,1.0849907994270325e-07,4.5821070671081543e-07,1.4826655387878418e-06,2.8312206268310547e-06,3.993511199951172e-06
1,0.692307710647583,1.234002411365509e-08,7.916241884231567e-08,2.942979335784912e-07,7.078051567077637e-07,1.7434358596801758e-06,3.084540367126465e-06,5.0961971282958984e-06
1,0.8258064389228821,2.3655593395233154e-07,3.1478703022003174e-07,6.407499313354492e-07,1.1101365089416504e-06,1.8328428268432617e-06,3.3229589462280273e-06,4.738569259643555e-06
1,0.7840909361839294,4.423782229423523e-08,6.752088665962219e-08,2.9243528842926025e-07,1.817941665649414e-06,3.7103891372680664e-06,6.22868537902832e-06,8.463859558105469e-06
1,0.8846153616905212,7.057678885757923e-10,2.200249582529068e-08,3.110617399215698e-07,7.674098014831543e-07,1.5050172805786133e-06,2.2351741790771484e-06,3.5315752029418945e-06
0,1.103960394859314,3.4226104617118835e-08,2.7008354663848877e-07,7.860362529754639e-07,2.816319465637207e-06,5.125999450683594e-06,8.225440979003906e-06,1.1801719665527344e-05
0,1.0888888835906982,1.7229467630386353e-08,3.91155481338501e-08,2.1513551473617554e-07,7.301568984985352e-07,1.5720725059509277e-06,3.11434268951416e-06,4.887580871582031e-06
1,0.8218390941619873,8.149072527885437e-08,1.7136335372924805e-07,5.513429641723633e-07,1.3634562492370605e-06,2.9355287551879883e-06,5.27501106262207e-06,7.212162017822266e-06
1,0.795597493648529,1.2200325727462769e-07,2.1792948246002197e-07,4.041939973831177e-07,8.195638656616211e-07,1.6391277313232422e-06,3.039836883544922e-06,4.857778549194336e-06
0,1.0431654453277588,1.387670636177063e-07,2.1420419216156006e-07,3.129243850708008e-07,1.0952353477478027e-06,1.8700957298278809e-06,3.0249357223510742e-06,4.202127456665039e-06
0,1.0416666269302368,1.685693860054016e-07,2.8870999813079834e-07,7.338821887969971e-07,1.2814998626708984e-06,2.9355287551879883e-06,4.76837158203125e-06,8.165836334228516e-06
1,0.9156626462936401,4.470348358154297e-08,9.685754776000977e-08,1.8440186977386475e-07,9.499490261077881e-07,2.562999725341797e-06,5.513429641723633e-06,1.0788440704345703e-05
1,0.9723502397537231,6.100162863731384e-08,1.0523945093154907e-07,4.600733518600464e-07,1.519918441772461e-06,2.9355287551879883e-06,7.033348083496094e-06,1.3589859008789062e-05
0,0.9197860956192017,2.4563632905483246e-08,8.288770914077759e-08,1.1473894119262695e-06,2.3692846298217773e-06,3.814697265625e-06,5.900859832763672e-06,9.059906005859375e-06
1,1.058823585510254,1.1757947504520416e-08,1.4435499906539917e-07,6.556510925292969e-07,2.0712614059448242e-06,3.471970558166504e-06,4.976987838745117e-06,7.3015689849853516e-06
0,0.8142076730728149,9.778887033462524e-08,1.8998980522155762e-07,5.029141902923584e-07,1.341104507446289e-06,3.2335519790649414e-06,7.18235969543457e-06,1.138448715209961e-05
0,0.698113203048706,8.847564458847046e-09,2.5494955480098724e-08,1.9744038581848145e-07,7.189810276031494e-07,1.5795230865478516e-06,2.9355287551879883e-06,4.32133674621582e-06
0,1.0192307233810425,6.693881005048752e-09,1.4493707567453384e-08,2.7939677238464355e-07,6.593763828277588e-07,1.430511474609375e-06,2.816319465637207e-06,5.304813385009766e-06
0,0.8982036113739014,5.3085386753082275e-08,3.6694109439849854e-07,1.341104507446289e-06,2.5779008865356445e-06,5.125999450683594e-06,8.106231689453125e-06,1.1682510375976562e-05
0,0.8795180916786194,1.816079020500183e-08,4.0978193283081055e-08,1.6111880540847778e-07,1.2516975402832031e-06,2.7865171432495117e-06,5.3942203521728516e-06,1.0192394256591797e-05
1,1.0666667222976685,8.847564458847046e-09,2.6426278054714203e-08,1.2479722499847412e-07,3.818422555923462e-07,8.717179298400879e-07,2.1010637283325195e-06,3.039836883544922e-06
1,1.0,4.6333298087120056e-08,1.9371509552001953e-07,4.675239324569702e-07,8.67992639541626e-07,1.4975666999816895e-06,3.0249357223510742e-06,4.887580871582031e-06
0,0.7580645084381104,9.96515154838562e-08,1.434236764907837e-07,7.115304470062256e-07,1.6391277313232422e-06,2.637505531311035e-06,3.725290298461914e-06,6.3478946685791016e-06
0,0.976190447807312,1.3096723705530167e-09,2.0139850676059723e-08,1.4435499906539917e-07,3.91155481338501e-07,1.1175870895385742e-06,2.175569534301758e-06,3.6656856536865234e-06
